Date,Description,Original Description,Category,Amount,Status
2022-10-11,"SPAVIA DAY SPA FORT COL","SPAVIA DAY SPA FORT COL",Category Pending,-109.00,Declined
2022-10-10,"SPAVIA DAY SPA FORT COL","SPAVIA DAY SPA FORT COL",Category Pending,-109.00,Declined
2022-10-09,"SPAVIA DAY SPA FORT COL","SPAVIA DAY SPA FORT COL",Category Pending,-109.00,Declined
2022-10-08,"SPAVIA DAY SPA FORT COL","SPAVIA DAY SPA FORT COL",Category Pending,-109.00,Declined
2022-10-08,"USAA - OVERDRAFT","USAA - OVERDRAFT",Category Pending,-200.00,Declined
2022-10-07,"SPAVIA DAY SPA FORT COL","SPAVIA DAY SPA FORT COL",Category Pending,-109.00,Declined
2022-10-06,"SPAVIA DAY SPA FORT COL","SPAVIA DAY SPA FORT COL",Category Pending,-109.00,Declined
2022-10-03,"USAA - OVERDRAFT","USAA - OVERDRAFT",Category Pending,-100.00,Declined
2022-09-21,"Interest On Cash Advances","Interest on Cash Advances",Finance Charge,-14.99,Posted
2022-09-21,"Interest on Purchases","Interest on Purchases",Finance Charge,-107.70,Posted
2022-09-17,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,260.00,Posted
2022-08-22,"Interest On Cash Advances","Interest on Cash Advances",Finance Charge,-14.02,Posted
2022-08-22,"Interest on Purchases","Interest on Purchases",Finance Charge,-100.77,Posted
2022-08-20,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,253.00,Posted
2022-07-22,"Interest On Cash Advances","Interest on Cash Advances",Finance Charge,-12.96,Posted
2022-07-22,"Interest on Purchases","Interest on Purchases",Finance Charge,-93.10,Posted
2022-07-08,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,256.00,Posted
2022-06-21,"Interest On Cash Advances","Interest on Cash Advances",Finance Charge,-13.15,Posted
2022-06-21,"Interest on Purchases","Interest on Purchases",Finance Charge,-94.23,Posted
2022-06-14,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,235.00,Posted
2022-06-10,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-10,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-06-03,"Google","GOOGLE  GSUITE_ndexr.com 650-2530000  CA",Business Services,-5.79,Posted
2022-05-23,"Afw Collins","AFW-FT COLLINS #15       FORT COLLINS CO",Furnishings,-278.95,Posted
2022-05-22,"Interest on Purchases","Interest on Purchases",Finance Charge,-77.36,Posted
2022-05-22,"Interest On Cash Advances","Interest on Cash Advances",Finance Charge,-11.10,Posted
2022-05-20,"The Melting Pot","TST* THE MELTING POT - FOFORT COLLINS CO",Restaurants,-183.67,Posted
2022-05-20,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-139.50,Posted
2022-05-20,"Breeze Thru Carwash Clu","Breeze Thru Carwash Clu  970-6325103  CO",Service & Parts,-15.00,Posted
2022-05-19,"Rexs Plumbing","REXS PLUMBING  HEATING   info@rexsplumCO",Home Improvement,-125.00,Posted
2022-05-18,"Walmart","WM SUPERCENTER #4599     TIMNATH      CO",Shopping,-92.13,Posted
2022-05-16,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,180.00,Posted
2022-05-15,"Target","TARGET        00024034   FORT COLLINS CO",Shopping,216.34,Posted
2022-05-14,"Target","TARGET        00024034   FORT COLLINS CO",Shopping,-59.93,Posted
2022-05-14,"Spotify","Spotify USA              877-7781161  NY",Music,-10.58,Posted
2022-05-14,"Panda Express","PANDA EXPRESS #3403      TIMNATH      CO",Fast Food,-16.11,Posted
2022-05-14,"Target","TARGET        00024034   FORT COLLINS CO",Shopping,-263.75,Posted
2022-05-14,"Panda Express","PANDA EXPRESS #3403      TIMNATH      CO",Fast Food,-9.12,Posted
2022-05-14,"Medical","CO HEALTH MEDICAL GRP    LOVELAND     CO",Doctor,-155.00,Posted
2022-05-11,"Garden Valley Vet Hospital","GARDEN VALLEY VET HOSPIT WINDSOR      CO",Veterinary,-725.61,Posted
2022-05-10,"Square Marriage and Family M","SQ *MARRIAGE AND FAMILY MWindsor      CO",Doctor,-175.00,Posted
2022-05-06,"USAA Account Funding","USAA ACCT FUND           800-832-3724 TX",Transfer,-500.00,Posted
2022-05-06,"Chick-fil-A","CHICK-FIL-A #03676       TIMNATH      CO",Fast Food,-9.50,Posted
2022-05-06,"Amazon","AMZN Mktp US*130W684Z0   Amzn.com/billWA",Shopping,-15.73,Posted
2022-05-06,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-05-06,"Nintendo","NINTENDO    *AMERICAUS   800-255-3700 WA",Electronics & Software,-31.79,Posted
2022-05-06,"Gotocom Lastpass","GoToCom*LastPass         goto.com     MA",Shopping,-28.80,Posted
2022-05-06,"Walmart","WM SUPERCENTER #4599     TIMNATH      CO",Shopping,-41.79,Posted
2022-05-06,"Spavia Day","SPAVIA DAY SPA  FORT COL 970-6588900  CO",Doctor,-109.00,Posted
2022-05-06,"Square Shebrews Coffee & Ice","SQ *SHEBREWS COFFEE & ICESeverance    CO",Fast Food,-7.09,Posted
2022-05-06,"Nintendo","NINTENDO    *AMERICAUS   800-255-3700 WA",Electronics & Software,-19.99,Posted
2022-05-05,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-05-03,"Amazon","AMZN Mktp US*1Q4UG02S0   Amzn.com/billWA",Shopping,-133.64,Posted
2022-04-28,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-04-28,"ParkMobile","PARKMOBILE               770-818-9036 GA",Parking,-3.20,Posted
2022-04-27,"Freddy's Frozen Custard & Steakburgers","FREDDY'S 16-0008         WINDSOR      CO",Fast Food,-11.83,Posted
2022-04-27,"Modern Market","MODERN MARKET - 034      FORT COLLINS CO",Restaurants,-16.24,Posted
2022-04-27,"Dollar General","DOLLAR GENERAL #20448    SEVERANCE    CO",Shopping,-7.78,Posted
2022-04-27,"Alta Convenience","CONOCO - ALTA CONVENIENCEFORT COLLINS CO",Gas,-55.53,Posted
2022-04-26,"Burger King","BURGER KING #11262       WELLINGTON   CO",Fast Food,-9.81,Posted
2022-04-25,"Conoco","CONOCO - 74 XPRESS       SEVERANCE    CO",Gas,-37.73,Posted
2022-04-25,"Pet Supplies Plus","PET SUPPLIES PLUS #4063  FORT COLLINS CO",Pet Food & Supplies,-84.45,Posted
2022-04-25,"Square Shebrews Coffee & Ice","SQ *SHEBREWS COFFEE & ICESeverance    CO",Fast Food,-10.48,Posted
2022-04-24,"Starbucks","STARBUCKS STORE 26207    TINMATH      CO",Coffee Shops,-9.12,Posted
2022-04-24,"Walmart","WM SUPERCENTER #4599     TIMNATH      CO",Shopping,-324.64,Posted
2022-04-24,"Walmart","WAL-MART #4599           TIMNATH      CO",Shopping,-54.27,Posted
2022-04-24,"Dollar General","DOLLAR GENERAL #20448    SEVERANCE    CO",Shopping,-16.56,Posted
2022-04-21,"Interest on Purchases","Interest on Purchases",Finance Charge,-58.63,Posted
2022-04-21,"Interest On Cash Advances","Interest on Cash Advances",Finance Charge,-7.24,Posted
2022-04-20,"Breeze Thru Carwash Clu","Breeze Thru Carwash Clu  970-6325103  CO",Service & Parts,-15.00,Posted
2022-04-19,"Waste Management","WASTE MGMT WM EZPAY      866-834-2080 TX",Utilities,-214.58,Posted
2022-04-19,"Xcel Ez Pay Web","XCEL EZ-PAY WEB          800-895-4999 MN",Utilities,-167.33,Posted
2022-04-19,"Poudre Valley Rea Inc","POUDRE VALLEY REA INC    PVREA.SMARTHUCO",Utilities,-243.88,Posted
2022-04-19,"CenturyLink","SPI*CENTURYLINK/LUMEN    800-201-4099 LA",Utilities,-151.68,Posted
2022-04-18,"Discord","DISCORD* NITRO3MONTH     HTTPSDISCORD.CA",Entertainment,-28.49,Posted
2022-04-17,"Flower Child Boulder","FLOWER CHILD BOULDER     BOULDER      CO",Restaurants,-73.19,Posted
2022-04-16,"USAA Credit Card","USAA CREDIT CARD PAYMENT SAN ANTONIO  TX",Transfer,60.00,Posted
2022-04-14,"Panera Bread","PANERA BREAD #202442 P   FT. COLLINS  CO",Fast Food,-21.00,Posted
2022-04-14,"Spotify","Spotify USA              877-7781161  NY",Music,-10.58,Posted
2022-04-14,"Google Workspace","Google LLC GSUITE_ndexr.c650-2530000  CA",Business Services,-50.40,Posted
2022-04-13,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-19.90,Posted
2022-04-13,"Panda Express","PANDA EXPRESS #3403      TIMNATH      CO",Fast Food,-11.95,Posted
2022-04-13,"Department","LARIMER CO DEPT          LOVELAND     CO",Parking,-10.00,Posted
2022-04-11,"U-Haul","U-HAULWINDSOR COMMONS SELWINDSOR      CO",Home Services,-5.00,Posted
2022-04-11,"U-Haul","U-HAULWINDSOR COMMONS SELWINDSOR      CO",Home Services,-92.03,Posted
2022-04-11,"Dollar General","DOLLAR GENERAL #20448    SEVERANCE    CO",Shopping,-19.13,Posted
2022-04-11,"Kum & Go","KUM&GO 0949 WINDSOR      WINDSOR      CO",Gas,-7.42,Posted
2022-04-08,"Town of Severance","TOWN OF SEVERANCE        970-686-1218 CO",Utilities,-159.58,Posted
2022-04-05,"Square Marriage and Family M","SQ *MARRIAGE AND FAMILY MWindsor      CO",Doctor,-175.00,Posted
2022-04-01,"USAA Account Funding","USAA ACCT FUND           800-832-3724 TX",Transfer,-900.00,Posted
2022-03-31,"Maverik","MAVERIK #520             FT. COLLINS  CO",Gas,-29.72,Posted
2022-03-29,"Panera Bread","PANERA BREAD #202442 P   FT. COLLINS  CO",Fast Food,-14.39,Posted
2022-03-26,"Airbnb","AIRBNB  HMETTRYYWB       AIRBNB.COM   CA",Travel,-187.08,Posted
2022-03-25,"Olive Garden","OLIVE GARDEN 0021376     FORT COLLINS CO",Restaurants,-55.40,Posted
2022-03-23,"Expedia","EXPEDIA 72271811329831   EXPEDIA.COM  WA",Travel,-1.24,Posted
2022-03-23,"Frontier Airlines","FRONTIER AI M6VN5V       DENVER       CO",Air Travel,-66.98,Posted
